<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
VTBR;D;01/12/20;00:00:00;0.0373850;0.0378250;0.0372700;0.0377000;29852440000
VTBR;D;02/12/20;00:00:00;0.0375500;0.0380500;0.0374700;0.0379700;33236820000
VTBR;D;03/12/20;00:00:00;0.0379950;0.0384300;0.0373400;0.0377550;46388570000
VTBR;D;04/12/20;00:00:00;0.0378350;0.0381000;0.0377000;0.0378350;39926930000
VTBR;D;07/12/20;00:00:00;0.0377950;0.0379850;0.0374450;0.0374900;25896520000
VTBR;D;08/12/20;00:00:00;0.0374800;0.0378000;0.0370500;0.0374800;26196850000
VTBR;D;09/12/20;00:00:00;0.0375050;0.0379400;0.0372500;0.0373200;31227560000
VTBR;D;10/12/20;00:00:00;0.0374200;0.0381400;0.0372300;0.0380300;47833580000
VTBR;D;11/12/20;00:00:00;0.0380750;0.0382300;0.0377000;0.0379450;35719410000
VTBR;D;14/12/20;00:00:00;0.0381500;0.0386950;0.0375000;0.0378300;63760160000
VTBR;D;15/12/20;00:00:00;0.0377100;0.0380400;0.0376100;0.0377650;39265700000
VTBR;D;16/12/20;00:00:00;0.0378200;0.0385000;0.0377000;0.0383150;64465980000
VTBR;D;17/12/20;00:00:00;0.0383500;0.0389400;0.0380050;0.0383500;48285610000
VTBR;D;18/12/20;00:00:00;0.0381950;0.0383650;0.0378250;0.0381500;29649110000
VTBR;D;21/12/20;00:00:00;0.0379550;0.0380450;0.0365150;0.0371800;58457380000
VTBR;D;22/12/20;00:00:00;0.0368950;0.0375400;0.0367550;0.0372050;27808460000
VTBR;D;23/12/20;00:00:00;0.0372850;0.0381450;0.0371550;0.0379450;33245910000
VTBR;D;24/12/20;00:00:00;0.0381050;0.0382700;0.0376700;0.0378300;17825410000
VTBR;D;25/12/20;00:00:00;0.0378500;0.0380750;0.0378000;0.0379500;9898910000
VTBR;D;28/12/20;00:00:00;0.0383000;0.0383150;0.0379000;0.0380100;18188520000
VTBR;D;29/12/20;00:00:00;0.0381550;0.0382200;0.0374650;0.0377550;16669170000
VTBR;D;30/12/20;00:00:00;0.0378400;0.0381800;0.0375000;0.0378950;17773750000
VTBR;D;04/01/21;00:00:00;0.0380250;0.0385200;0.0378000;0.0379250;23826040000
VTBR;D;05/01/21;00:00:00;0.0379350;0.0386000;0.0378550;0.0384450;28782590000
VTBR;D;06/01/21;00:00:00;0.0385250;0.0385950;0.0380500;0.0382350;25428390000
VTBR;D;08/01/21;00:00:00;0.0385200;0.0390950;0.0384450;0.0389400;39504750000
VTBR;D;11/01/21;00:00:00;0.0387400;0.0400500;0.0384100;0.0398900;60293350000
VTBR;D;12/01/21;00:00:00;0.0400500;0.0405500;0.0397500;0.0401750;49414150000
VTBR;D;13/01/21;00:00:00;0.0402050;0.0404600;0.0395100;0.0397350;37088800000
VTBR;D;14/01/21;00:00:00;0.0397900;0.0401000;0.0392600;0.0398750;26614430000
VTBR;D;15/01/21;00:00:00;0.0397350;0.0414400;0.0392000;0.0395600;84199700000
VTBR;D;18/01/21;00:00:00;0.0393650;0.0394400;0.0387550;0.0391600;39167780000
VTBR;D;19/01/21;00:00:00;0.0393600;0.0394750;0.0385500;0.0386450;33754240000
VTBR;D;20/01/21;00:00:00;0.0386750;0.0389100;0.0386000;0.0387900;24767440000
VTBR;D;21/01/21;00:00:00;0.0389750;0.0389900;0.0377900;0.0378700;37873510000
VTBR;D;22/01/21;00:00:00;0.0376500;0.0377400;0.0370800;0.0373700;33368140000
VTBR;D;25/01/21;00:00:00;0.0375700;0.0379000;0.0374050;0.0377200;25833990000
VTBR;D;26/01/21;00:00:00;0.0375500;0.0378250;0.0373500;0.0377200;18534280000
VTBR;D;27/01/21;00:00:00;0.0377950;0.0378850;0.0370200;0.0370650;24553950000
VTBR;D;28/01/21;00:00:00;0.0370150;0.0373200;0.0364000;0.0370900;34054250000
VTBR;D;29/01/21;00:00:00;0.0369350;0.0369550;0.0365500;0.0366350;22231830000
VTBR;D;01/02/21;00:00:00;0.0368050;0.0371450;0.0366350;0.0369450;20868410000
VTBR;D;02/02/21;00:00:00;0.0371050;0.0375300;0.0368500;0.0369450;27879580000
VTBR;D;03/02/21;00:00:00;0.0370950;0.0373750;0.0367500;0.0370000;22583830000
VTBR;D;04/02/21;00:00:00;0.0369300;0.0374000;0.0369300;0.0373800;18425370000
VTBR;D;05/02/21;00:00:00;0.0374600;0.0380750;0.0373150;0.0378850;29788030000
VTBR;D;08/02/21;00:00:00;0.0380300;0.0383400;0.0380200;0.0382850;19924360000
VTBR;D;09/02/21;00:00:00;0.0383750;0.0384250;0.0375900;0.0378050;25137910000
VTBR;D;10/02/21;00:00:00;0.0378600;0.0380700;0.0372800;0.0373700;16850560000
VTBR;D;11/02/21;00:00:00;0.0373700;0.0377300;0.0372350;0.0374700;12235000000
VTBR;D;12/02/21;00:00:00;0.0374200;0.0376900;0.0369450;0.0376850;20117990000
VTBR;D;15/02/21;00:00:00;0.0378400;0.0381450;0.0377500;0.0380800;21239530000
VTBR;D;16/02/21;00:00:00;0.0381600;0.0382250;0.0377000;0.0378900;15712950000
VTBR;D;17/02/21;00:00:00;0.0378600;0.0383000;0.0373800;0.0376800;23405520000
VTBR;D;18/02/21;00:00:00;0.0376900;0.0377350;0.0367550;0.0369400;25669960000
VTBR;D;19/02/21;00:00:00;0.0368050;0.0374650;0.0367150;0.0373800;20646160000
VTBR;D;20/02/21;00:00:00;0.0373200;0.0373800;0.0371500;0.0373100;3098040000
VTBR;D;22/02/21;00:00:00;0.0374600;0.0376250;0.0369700;0.0373500;10317550000
VTBR;D;24/02/21;00:00:00;0.0372000;0.0375800;0.0371100;0.0374800;16602680000
VTBR;D;25/02/21;00:00:00;0.0375500;0.0381000;0.0373250;0.0374150;36406460000
VTBR;D;26/02/21;00:00:00;0.0372800;0.0377200;0.0369600;0.0370750;33532730000
VTBR;D;01/03/21;00:00:00;0.0372600;0.0374600;0.0372150;0.0373850;14681550000
VTBR;D;02/03/21;00:00:00;0.0372700;0.0377300;0.0371250;0.0376050;19682030000
VTBR;D;03/03/21;00:00:00;0.0377750;0.0380850;0.0373000;0.0374450;25544080000
VTBR;D;04/03/21;00:00:00;0.0374700;0.0377550;0.0368500;0.0369750;31175250000
VTBR;D;05/03/21;00:00:00;0.0371600;0.0376000;0.0369650;0.0375900;25882480000
VTBR;D;09/03/21;00:00:00;0.0376400;0.0386350;0.0375950;0.0384650;40764200000
VTBR;D;10/03/21;00:00:00;0.0383000;0.0390900;0.0380850;0.0383100;26415870000
VTBR;D;11/03/21;00:00:00;0.0384350;0.0386550;0.0378150;0.0382650;24632460000
VTBR;D;12/03/21;00:00:00;0.0382800;0.0382950;0.0379750;0.0381750;12839710000
VTBR;D;15/03/21;00:00:00;0.0383000;0.0388000;0.0382050;0.0385700;22959230000
VTBR;D;16/03/21;00:00:00;0.0385000;0.0389200;0.0383000;0.0387650;19199060000
VTBR;D;17/03/21;00:00:00;0.0387500;0.0388250;0.0378450;0.0382150;26202870000
VTBR;D;18/03/21;00:00:00;0.0383300;0.0384500;0.0374450;0.0376100;26253390000
VTBR;D;19/03/21;00:00:00;0.0376300;0.0380300;0.0374200;0.0378500;27769730000
VTBR;D;22/03/21;00:00:00;0.0378100;0.0386000;0.0377200;0.0381600;29542990000
VTBR;D;23/03/21;00:00:00;0.0380900;0.0382900;0.0376250;0.0378000;22963540000
VTBR;D;24/03/21;00:00:00;0.0379500;0.0381950;0.0378150;0.0379150;13779590000
VTBR;D;25/03/21;00:00:00;0.0379200;0.0381650;0.0376700;0.0380500;13863770000
VTBR;D;26/03/21;00:00:00;0.0381100;0.0384600;0.0381050;0.0383800;12057530000
VTBR;D;29/03/21;00:00:00;0.0383050;0.0389000;0.0381350;0.0387850;25066570000
VTBR;D;30/03/21;00:00:00;0.0389500;0.0399350;0.0388500;0.0398600;36307520000
VTBR;D;31/03/21;00:00:00;0.0399100;0.0428900;0.0398500;0.0427150;183364910000
VTBR;D;01/04/21;00:00:00;0.0430100;0.0436350;0.0423000;0.0425800;93354520000
VTBR;D;02/04/21;00:00:00;0.0427750;0.0431750;0.0420700;0.0428550;38628630000
VTBR;D;05/04/21;00:00:00;0.0428550;0.0444300;0.0427250;0.0443750;71690840000
VTBR;D;06/04/21;00:00:00;0.0444850;0.0449350;0.0428300;0.0429000;96153500000
VTBR;D;07/04/21;00:00:00;0.0429400;0.0444000;0.0426750;0.0441000;55991110000
VTBR;D;08/04/21;00:00:00;0.0443800;0.0449800;0.0438650;0.0440550;50183460000
VTBR;D;09/04/21;00:00:00;0.0440550;0.0441450;0.0434000;0.0437500;30685920000
VTBR;D;12/04/21;00:00:00;0.0436000;0.0445000;0.0433500;0.0440200;27490580000
VTBR;D;13/04/21;00:00:00;0.0442050;0.0455000;0.0441650;0.0454800;55308140000
VTBR;D;14/04/21;00:00:00;0.0457200;0.0471800;0.0456250;0.0467600;83028330000
VTBR;D;15/04/21;00:00:00;0.0459250;0.0467050;0.0456450;0.0463550;39375660000
VTBR;D;16/04/21;00:00:00;0.0467550;0.0475400;0.0465650;0.0474750;52215500000
VTBR;D;19/04/21;00:00:00;0.0476000;0.0478000;0.0463500;0.0464200;53776260000
VTBR;D;20/04/21;00:00:00;0.0466750;0.0482000;0.0459250;0.0468250;136845990000
VTBR;D;21/04/21;00:00:00;0.0467650;0.0479500;0.0464950;0.0478600;67672170000
VTBR;D;22/04/21;00:00:00;0.0479900;0.0482700;0.0472200;0.0480000;57146490000
VTBR;D;23/04/21;00:00:00;0.0481600;0.0515000;0.0480950;0.0513600;192176100000
VTBR;D;26/04/21;00:00:00;0.0518100;0.0521600;0.0504100;0.0513150;107092710000
VTBR;D;27/04/21;00:00:00;0.0513600;0.0517700;0.0508800;0.0512950;59668180000
VTBR;D;28/04/21;00:00:00;0.0516400;0.0517200;0.0501400;0.0503300;71944660000
VTBR;D;29/04/21;00:00:00;0.0506250;0.0512400;0.0494500;0.0500100;66592400000
VTBR;D;30/04/21;00:00:00;0.0498250;0.0516800;0.0495550;0.0516000;73626500000
VTBR;D;04/05/21;00:00:00;0.0518900;0.0549000;0.0517200;0.0546950;144339140000
VTBR;D;05/05/21;00:00:00;0.0548350;0.0556550;0.0535300;0.0541250;76267680000
VTBR;D;06/05/21;00:00:00;0.0541950;0.0548450;0.0535650;0.0542850;37924440000
VTBR;D;07/05/21;00:00:00;0.0544600;0.0545500;0.0524200;0.0527250;56897060000
VTBR;D;10/05/21;00:00:00;0.0529550;0.0531950;0.0502200;0.0508950;64890990000
VTBR;D;11/05/21;00:00:00;0.0508000;0.0516400;0.0495000;0.0495800;87124770000
VTBR;D;12/05/21;00:00:00;0.0498000;0.0501000;0.0484050;0.0486050;84964420000
VTBR;D;13/05/21;00:00:00;0.0487250;0.0512600;0.0485700;0.0510550;78435810000
VTBR;D;14/05/21;00:00:00;0.0512750;0.0515500;0.0496000;0.0500750;55181590000
VTBR;D;17/05/21;00:00:00;0.0501900;0.0503350;0.0477650;0.0479600;105350800000
VTBR;D;18/05/21;00:00:00;0.0481500;0.0485800;0.0456000;0.0456700;218952290000
VTBR;D;19/05/21;00:00:00;0.0451950;0.0474200;0.0441100;0.0453000;345383220000
VTBR;D;20/05/21;00:00:00;0.0454900;0.0466700;0.0447700;0.0463200;144516270000
VTBR;D;21/05/21;00:00:00;0.0464150;0.0464250;0.0451600;0.0456050;84364270000
VTBR;D;24/05/21;00:00:00;0.0458150;0.0460750;0.0451450;0.0454150;52714750000
VTBR;D;25/05/21;00:00:00;0.0454550;0.0456550;0.0451500;0.0453600;43736580000
VTBR;D;26/05/21;00:00:00;0.0455350;0.0477700;0.0455150;0.0474850;170810830000
VTBR;D;27/05/21;00:00:00;0.0474200;0.0491900;0.0468200;0.0486950;189240590000
VTBR;D;28/05/21;00:00:00;0.0488900;0.0490900;0.0478300;0.0483950;54151190000
VTBR;D;31/05/21;00:00:00;0.0484500;0.0489700;0.0484050;0.0487500;38974930000
VTBR;D;01/06/21;00:00:00;0.0489000;0.0500500;0.0487500;0.0495500;100617540000
VTBR;D;02/06/21;00:00:00;0.0495950;0.0499450;0.0488600;0.0499200;59806230000
VTBR;D;03/06/21;00:00:00;0.0500950;0.0502950;0.0489150;0.0493850;59963900000
VTBR;D;04/06/21;00:00:00;0.0494000;0.0494450;0.0478600;0.0486150;78822540000
VTBR;D;07/06/21;00:00:00;0.0485000;0.0490600;0.0483050;0.0487950;32884200000
VTBR;D;08/06/21;00:00:00;0.0487000;0.0501000;0.0485900;0.0500000;76961100000
VTBR;D;09/06/21;00:00:00;0.0500700;0.0511950;0.0500250;0.0511650;77661600000
VTBR;D;10/06/21;00:00:00;0.0512000;0.0513600;0.0500300;0.0502600;51271300000
VTBR;D;11/06/21;00:00:00;0.0504150;0.0509600;0.0499400;0.0504050;45865410000
VTBR;D;14/06/21;00:00:00;0.0505000;0.0507450;0.0498000;0.0499350;30622580000
VTBR;D;15/06/21;00:00:00;0.0500350;0.0502950;0.0488050;0.0491650;57334660000
VTBR;D;16/06/21;00:00:00;0.0491750;0.0496200;0.0478950;0.0483800;71860750000
VTBR;D;17/06/21;00:00:00;0.0481850;0.0487200;0.0477800;0.0484600;60652480000
VTBR;D;18/06/21;00:00:00;0.0484400;0.0484800;0.0472000;0.0473450;73766660000
VTBR;D;21/06/21;00:00:00;0.0471850;0.0485000;0.0467000;0.0482650;58724780000
VTBR;D;22/06/21;00:00:00;0.0485050;0.0486300;0.0479000;0.0482250;39033730000
VTBR;D;23/06/21;00:00:00;0.0483400;0.0486100;0.0479350;0.0482250;28779910000
VTBR;D;24/06/21;00:00:00;0.0483750;0.0492150;0.0480400;0.0485000;52358780000
VTBR;D;25/06/21;00:00:00;0.0486550;0.0489400;0.0483050;0.0486350;21823920000
VTBR;D;28/06/21;00:00:00;0.0488350;0.0497250;0.0463300;0.0496100;57709030000
VTBR;D;29/06/21;00:00:00;0.0495950;0.0496000;0.0481500;0.0486600;52136440000
VTBR;D;30/06/21;00:00:00;0.0488000;0.0489800;0.0476000;0.0484750;75750080000
VTBR;D;01/07/21;00:00:00;0.0485650;0.0491000;0.0484900;0.0489150;40335010000
VTBR;D;02/07/21;00:00:00;0.0489050;0.0490100;0.0485500;0.0487700;21836410000
VTBR;D;05/07/21;00:00:00;0.0488400;0.0507750;0.0487100;0.0505450;65518730000
VTBR;D;06/07/21;00:00:00;0.0507200;0.0508750;0.0491050;0.0494800;62045660000
VTBR;D;07/07/21;00:00:00;0.0496900;0.0499300;0.0490650;0.0494000;48431040000
VTBR;D;08/07/21;00:00:00;0.0490900;0.0491650;0.0484000;0.0486950;45262600000
VTBR;D;09/07/21;00:00:00;0.0487850;0.0491750;0.0484200;0.0489950;34188300000
VTBR;D;12/07/21;00:00:00;0.0491750;0.0493000;0.0485550;0.0488900;31009840000
VTBR;D;13/07/21;00:00:00;0.0489950;0.0490550;0.0481200;0.0482250;36648440000
VTBR;D;14/07/21;00:00:00;0.0470550;0.0474750;0.0469200;0.0473100;39001740000
VTBR;D;15/07/21;00:00:00;0.0473000;0.0478500;0.0468800;0.0471900;38173290000
VTBR;D;16/07/21;00:00:00;0.0471900;0.0477500;0.0470600;0.0472500;33676270000
VTBR;D;19/07/21;00:00:00;0.0470900;0.0472150;0.0456850;0.0460000;63299450000
VTBR;D;20/07/21;00:00:00;0.0461150;0.0465250;0.0458000;0.0462500;36741090000
VTBR;D;21/07/21;00:00:00;0.0462250;0.0470000;0.0460100;0.0469300;24683160000
VTBR;D;22/07/21;00:00:00;0.0470100;0.0474100;0.0465950;0.0467600;29518320000
VTBR;D;23/07/21;00:00:00;0.0469150;0.0470450;0.0465300;0.0467350;24831820000
VTBR;D;26/07/21;00:00:00;0.0465400;0.0467850;0.0463250;0.0465800;32495510000
VTBR;D;27/07/21;00:00:00;0.0464750;0.0466950;0.0460000;0.0462350;47592060000
VTBR;D;28/07/21;00:00:00;0.0463400;0.0481500;0.0462300;0.0480000;61930910000
VTBR;D;29/07/21;00:00:00;0.0481800;0.0490000;0.0478450;0.0483600;58742150000
VTBR;D;30/07/21;00:00:00;0.0483400;0.0488450;0.0476700;0.0484600;78190360000
VTBR;D;02/08/21;00:00:00;0.0489000;0.0494000;0.0485850;0.0487850;53822660000
VTBR;D;03/08/21;00:00:00;0.0488250;0.0492850;0.0481000;0.0489950;33794470000
VTBR;D;04/08/21;00:00:00;0.0491000;0.0491800;0.0488450;0.0491250;27314730000
VTBR;D;05/08/21;00:00:00;0.0491900;0.0499950;0.0490000;0.0496800;40713830000
VTBR;D;06/08/21;00:00:00;0.0497200;0.0503250;0.0493650;0.0499450;44798830000
VTBR;D;09/08/21;00:00:00;0.0497900;0.0514500;0.0494000;0.0510050;60242480000
VTBR;D;10/08/21;00:00:00;0.0513200;0.0521250;0.0511000;0.0518500;58371550000
VTBR;D;11/08/21;00:00:00;0.0519000;0.0531350;0.0515750;0.0531200;67692920000
VTBR;D;12/08/21;00:00:00;0.0531200;0.0534000;0.0518100;0.0520750;59174230000
VTBR;D;13/08/21;00:00:00;0.0520700;0.0526700;0.0512950;0.0514450;34576570000
VTBR;D;16/08/21;00:00:00;0.0512950;0.0524200;0.0510650;0.0523850;30904730000
VTBR;D;17/08/21;00:00:00;0.0522950;0.0530900;0.0521200;0.0523850;51862550000
VTBR;D;18/08/21;00:00:00;0.0526250;0.0527950;0.0511350;0.0511900;36457840000
VTBR;D;19/08/21;00:00:00;0.0510100;0.0510200;0.0498250;0.0504800;66071730000
VTBR;D;20/08/21;00:00:00;0.0504050;0.0511000;0.0495800;0.0506850;43915320000
VTBR;D;23/08/21;00:00:00;0.0512000;0.0514150;0.0509350;0.0513000;22122610000
VTBR;D;24/08/21;00:00:00;0.0513700;0.0517400;0.0505700;0.0510650;34744650000
VTBR;D;25/08/21;00:00:00;0.0510600;0.0512900;0.0504000;0.0510850;25775330000
VTBR;D;26/08/21;00:00:00;0.0509900;0.0510850;0.0498000;0.0500450;30228780000
VTBR;D;27/08/21;00:00:00;0.0502750;0.0508750;0.0497000;0.0508050;32729420000
VTBR;D;30/08/21;00:00:00;0.0508400;0.0522500;0.0508400;0.0521500;50997930000
VTBR;D;31/08/21;00:00:00;0.0523500;0.0529950;0.0521750;0.0526900;72008770000
VTBR;D;01/09/21;00:00:00;0.0529500;0.0532150;0.0524100;0.0532000;39137980000
VTBR;D;02/09/21;00:00:00;0.0533300;0.0535000;0.0521500;0.0524450;37272650000
VTBR;D;03/09/21;00:00:00;0.0525000;0.0529000;0.0518500;0.0524000;43176820000
VTBR;D;06/09/21;00:00:00;0.0526250;0.0545400;0.0525000;0.0540900;67832490000
VTBR;D;07/09/21;00:00:00;0.0543700;0.0548400;0.0530500;0.0536400;54673900000
VTBR;D;08/09/21;00:00:00;0.0538000;0.0544000;0.0529200;0.0537850;50136860000
VTBR;D;09/09/21;00:00:00;0.0537000;0.0537050;0.0522750;0.0523900;46935220000
VTBR;D;10/09/21;00:00:00;0.0526600;0.0532250;0.0517600;0.0519500;35833760000
VTBR;D;13/09/21;00:00:00;0.0522550;0.0525500;0.0519000;0.0525500;30488970000
VTBR;D;14/09/21;00:00:00;0.0525900;0.0527500;0.0512750;0.0514950;45190150000
VTBR;D;15/09/21;00:00:00;0.0515050;0.0524850;0.0511250;0.0521200;57177400000
VTBR;D;16/09/21;00:00:00;0.0520950;0.0523900;0.0511300;0.0516350;41151280000
VTBR;D;17/09/21;00:00:00;0.0516400;0.0519000;0.0512000;0.0514000;37145880000
VTBR;D;20/09/21;00:00:00;0.0510000;0.0510500;0.0494000;0.0499800;46619260000
VTBR;D;21/09/21;00:00:00;0.0502500;0.0507050;0.0494550;0.0500650;42503320000
VTBR;D;22/09/21;00:00:00;0.0505050;0.0511500;0.0499000;0.0508150;44608180000
VTBR;D;23/09/21;00:00:00;0.0510200;0.0513050;0.0501500;0.0507950;38142140000
VTBR;D;24/09/21;00:00:00;0.0507600;0.0511250;0.0503800;0.0509250;25031000000
VTBR;D;27/09/21;00:00:00;0.0513200;0.0523500;0.0511000;0.0523450;42785950000
VTBR;D;28/09/21;00:00:00;0.0524100;0.0531100;0.0505500;0.0508550;78922860000
VTBR;D;29/09/21;00:00:00;0.0508000;0.0515950;0.0504650;0.0509600;35752810000
VTBR;D;30/09/21;00:00:00;0.0512050;0.0522200;0.0511400;0.0516700;70384090000
VTBR;D;01/10/21;00:00:00;0.0512000;0.0515000;0.0508300;0.0514850;31062440000
VTBR;D;04/10/21;00:00:00;0.0514250;0.0524000;0.0509400;0.0516800;64507880000
VTBR;D;05/10/21;00:00:00;0.0519100;0.0539950;0.0515800;0.0538350;92923040000
VTBR;D;06/10/21;00:00:00;0.0539800;0.0549000;0.0527100;0.0541600;127190130000
VTBR;D;07/10/21;00:00:00;0.0545050;0.0551000;0.0537100;0.0542800;73785880000
VTBR;D;08/10/21;00:00:00;0.0543100;0.0547500;0.0538300;0.0545950;52683550000
VTBR;D;11/10/21;00:00:00;0.0548800;0.0565400;0.0547300;0.0561900;118882220000
VTBR;D;12/10/21;00:00:00;0.0558150;0.0559500;0.0552050;0.0553900;52215270000
VTBR;D;13/10/21;00:00:00;0.0555000;0.0556500;0.0543400;0.0551100;58989140000
VTBR;D;14/10/21;00:00:00;0.0553750;0.0560000;0.0545600;0.0553700;68234340000
VTBR;D;15/10/21;00:00:00;0.0555000;0.0557450;0.0549500;0.0556000;33823140000
VTBR;D;18/10/21;00:00:00;0.0555900;0.0558250;0.0550600;0.0557650;28656530000
VTBR;D;19/10/21;00:00:00;0.0561600;0.0574950;0.0558050;0.0574000;102410640000
VTBR;D;20/10/21;00:00:00;0.0572500;0.0575000;0.0562450;0.0566100;69015200000
VTBR;D;21/10/21;00:00:00;0.0561950;0.0565000;0.0546300;0.0551600;72371810000
VTBR;D;22/10/21;00:00:00;0.0552100;0.0559000;0.0542050;0.0544000;65823070000
VTBR;D;25/10/21;00:00:00;0.0547950;0.0562000;0.0539450;0.0561700;64170560000
VTBR;D;26/10/21;00:00:00;0.0564050;0.0564200;0.0555550;0.0559700;56624650000
VTBR;D;27/10/21;00:00:00;0.0552700;0.0560000;0.0549250;0.0550600;55190260000
VTBR;D;28/10/21;00:00:00;0.0549400;0.0552850;0.0530800;0.0537650;76476070000
VTBR;D;29/10/21;00:00:00;0.0534600;0.0535900;0.0520000;0.0527300;93209870000
VTBR;D;01/11/21;00:00:00;0.0527500;0.0535500;0.0523200;0.0535400;58731860000
VTBR;D;02/11/21;00:00:00;0.0536000;0.0537200;0.0523600;0.0528200;56257250000
VTBR;D;03/11/21;00:00:00;0.0524450;0.0529850;0.0518000;0.0528850;47766520000
VTBR;D;05/11/21;00:00:00;0.0524950;0.0528600;0.0521400;0.0528150;31781040000
VTBR;D;08/11/21;00:00:00;0.0531000;0.0533700;0.0518650;0.0523700;47113600000
VTBR;D;09/11/21;00:00:00;0.0522900;0.0523700;0.0510000;0.0515200;63044870000
VTBR;D;10/11/21;00:00:00;0.0513800;0.0516650;0.0500000;0.0500250;73373900000
VTBR;D;11/11/21;00:00:00;0.0501950;0.0514850;0.0500500;0.0512500;74183260000
VTBR;D;12/11/21;00:00:00;0.0513300;0.0515400;0.0495700;0.0502900;92636560000
VTBR;D;15/11/21;00:00:00;0.0503050;0.0523100;0.0501700;0.0518900;87658880000
VTBR;D;16/11/21;00:00:00;0.0521350;0.0522450;0.0508100;0.0510400;51833980000
VTBR;D;17/11/21;00:00:00;0.0509450;0.0519600;0.0508850;0.0515650;37425310000
VTBR;D;18/11/21;00:00:00;0.0515000;0.0530100;0.0505300;0.0525500;88356330000
VTBR;D;19/11/21;00:00:00;0.0530000;0.0532400;0.0501250;0.0504950;127245140000
